DATA SET,DATE,PLAYER FULL NAME,POSITION,OWN TEAM,OPP TEAM,VENUE (R/H),MIN,FG,FGA,3P,3PA,FT,FTA,OR,DR,TOT,A,PF,ST,TO,BL,PTS
2017-2018 Regular Season,02/14/2018,Austin Rivers,SG,LA Clippers,Boston,R,35.7,4,10,2,5,0,0,0,3,3,4,4,0,1,0,10
2017-2018 Regular Season,02/14/2018,Lou Williams,SG,LA Clippers,Boston,R,31.6,6,18,2,9,5,6,0,2,2,6,1,0,0,1,19
2017-2018 Regular Season,02/14/2018,Wesley Johnson,SF,LA Clippers,Boston,R,2.8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2017-2018 Regular Season,02/14/2018,Milos Teodosic,PG,LA Clippers,Boston,R,17.0,3,6,2,3,2,2,1,0,1,4,3,0,1,0,10
2017-2018 Regular Season,02/14/2018,Montrezl Harrell,PF,LA Clippers,Boston,R,16.0,3,5,0,0,3,4,1,3,4,2,2,0,0,4,9
2017-2018 Regular Season,02/14/2018,Sam Dekker,SF,LA Clippers,Boston,R,2.8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2017-2018 Regular Season,02/14/2018,Jayson Tatum,SF,Boston,LA Clippers,H,31.6,4,13,1,4,1,1,0,4,4,2,2,0,0,0,10
2017-2018 Regular Season,02/14/2018,Al Horford,C,Boston,LA Clippers,H,35.4,8,17,2,4,2,2,1,3,4,0,5,0,1,1,20
2017-2018 Regular Season,02/14/2018,Aron Baynes,C,Boston,LA Clippers,H,14.7,4,8,0,0,0,0,2,3,5,2,5,0,1,3,8
2017-2018 Regular Season,02/14/2018,Jaylen Brown,SF,Boston,LA Clippers,H,35.6,4,12,2,5,2,2,3,5,8,1,4,1,2,0,12
2017-2018 Regular Season,02/14/2018,Kyrie Irving,PG,Boston,LA Clippers,H,38.3,11,21,5,7,6,6,0,1,1,8,3,1,4,0,33
2017-2018 Regular Season,02/14/2018,Marcus Morris,SF,Boston,LA Clippers,H,35.3,4,8,3,4,2,2,0,11,11,3,4,1,0,0,13
2017-2018 Regular Season,02/14/2018,Terry Rozier,PG,Boston,LA Clippers,H,28.8,5,12,2,5,1,2,0,3,3,7,3,0,0,0,13
2017-2018 Regular Season,02/14/2018,Daniel Theis,PF,Boston,LA Clippers,H,10.9,0,3,0,2,2,2,3,2,5,1,3,0,0,1,2
2017-2018 Regular Season,02/14/2018,Greg Monroe,C,Boston,LA Clippers,H,9.6,2,3,0,0,4,4,2,3,5,0,2,1,0,2,8
2017-2018 Regular Season,02/14/2018,OG Anunoby,SF,Toronto,Chicago,R,17.6,2,8,0,4,1,3,1,5,6,0,1,0,0,0,5
2017-2018 Regular Season,02/14/2018,Serge Ibaka,PF,Toronto,Chicago,R,25.7,9,12,2,3,0,0,0,7,7,2,3,0,1,2,20
2017-2018 Regular Season,02/14/2018,Jonas Valanciunas,C,Toronto,Chicago,R,23.3,7,9,0,1,0,0,1,8,9,1,2,0,2,2,14
2017-2018 Regular Season,02/14/2018,DeMar DeRozan,SG,Toronto,Chicago,R,27.8,3,11,0,3,1,1,1,1,2,8,1,0,0,0,7
2017-2018 Regular Season,02/14/2018,Kyle Lowry,PG,Toronto,Chicago,R,26.7,5,10,4,7,6,6,1,6,7,10,2,1,0,0,20
2017-2018 Regular Season,02/14/2018,Jakob Poeltl,C,Toronto,Chicago,R,21.3,4,4,0,0,2,2,0,7,7,2,3,0,3,4,10
2017-2018 Regular Season,02/14/2018,CJ Miles,SF,Toronto,Chicago,R,19.8,1,2,1,2,1,1,0,2,2,2,2,1,0,0,4
2017-2018 Regular Season,02/14/2018,Fred VanVleet,PG,Toronto,Chicago,R,17.3,4,11,3,6,0,0,0,2,2,4,1,0,1,0,11
2017-2018 Regular Season,02/14/2018,Pascal Siakam,PF,Toronto,Chicago,R,22.3,7,9,2,2,1,2,1,5,6,2,3,1,0,0,17
2017-2018 Regular Season,02/14/2018,Delon Wright,PG,Toronto,Chicago,R,20.2,3,7,1,3,0,0,0,0,0,6,2,1,0,0,7
2017-2018 Regular Season,02/14/2018,Norman Powell,SG,Toronto,Chicago,R,9.6,1,6,0,5,0,0,0,0,0,0,1,0,0,0,2
2017-2018 Regular Season,02/14/2018,Alfonzo McKinnie,F,Toronto,Chicago,R,4.9,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3
2017-2018 Regular Season,02/14/2018,Lucas Nogueira,C,Toronto,Chicago,R,3.5,1,2,0,1,0,0,0,2,2,1,0,1,0,0,2
2017-2018 Regular Season,02/14/2018,Justin Holiday,SG,Chicago,Toronto,H,27.2,3,6,2,4,0,0,0,2,2,0,1,0,1,0,8
2017-2018 Regular Season,02/14/2018,Lauri Markkanen,PF,Chicago,Toronto,H,25.0,5,10,1,3,3,3,1,5,6,1,1,0,0,2,14
2017-2018 Regular Season,02/14/2018,Robin Lopez,C,Chicago,Toronto,H,22.6,5,8,0,0,0,0,1,4,5,1,1,0,1,1,10
2017-2018 Regular Season,02/14/2018,Zach LaVine,SG,Chicago,Toronto,H,27.0,5,17,1,4,0,0,0,2,2,1,2,1,2,0,11
2017-2018 Regular Season,02/14/2018,Kris Dunn,PG,Chicago,Toronto,H,19.8,3,9,0,2,2,2,0,3,3,3,2,1,0,0,8
2017-2018 Regular Season,02/14/2018,Jerian Grant,PG,Chicago,Toronto,H,23.3,3,7,0,1,0,0,1,1,2,7,0,1,0,0,6
2017-2018 Regular Season,02/14/2018,Denzel Valentine,SG,Chicago,Toronto,H,21.0,2,7,0,3,2,2,0,5,5,3,3,0,0,0,6
2017-2018 Regular Season,02/14/2018,Bobby Portis,PF,Chicago,Toronto,H,22.0,8,14,0,2,2,4,0,3,3,1,1,1,0,1,18
2017-2018 Regular Season,02/14/2018,Paul Zipser,SF,Chicago,Toronto,H,14.7,1,5,0,3,0,0,0,3,3,0,2,1,0,1,2
2017-2018 Regular Season,02/14/2018,David Nwaba,PG,Chicago,Toronto,H,20.9,2,4,0,1,4,6,1,5,6,0,3,0,0,1,8
2017-2018 Regular Season,02/14/2018,Cristiano Felicio,C,Chicago,Toronto,H,5.9,1,2,0,0,2,2,0,0,0,0,0,0,1,0,4
2017-2018 Regular Season,02/14/2018,Noah Vonleh,PF,Chicago,Toronto,H,5.9,1,1,0,0,1,1,0,4,4,0,0,0,1,0,3
2017-2018 Regular Season,02/14/2018,Ryan Arcidiacono,PG,Chicago,Toronto,H,4.9,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
2017-2018 Regular Season,02/14/2018,Justin Jackson,SF,Sacramento,Houston,R,34.5,5,9,2,5,0,0,0,5,5,4,1,0,1,2,12
2017-2018 Regular Season,02/14/2018,JaKarr Sampson,SF,Sacramento,Houston,R,24.5,3,3,0,0,1,2,2,5,7,2,1,1,2,1,7
2017-2018 Regular Season,02/14/2018,Willie Cauley-Stein,C,Sacramento,Houston,R,28.1,6,16,0,0,0,2,3,5,8,5,1,1,1,1,12
2017-2018 Regular Season,02/14/2018,Bogdan Bogdanovic,SG,Sacramento,Houston,R,30.1,8,15,4,8,0,0,0,4,4,5,4,2,2,0,20
2017-2018 Regular Season,02/14/2018,De'Aaron Fox,PG,Sacramento,Houston,R,25.8,3,10,1,3,2,2,0,2,2,3,3,1,3,0,9
2017-2018 Regular Season,02/14/2018,Vince Carter,SG,Sacramento,Houston,R,24.3,2,5,0,2,2,2,0,3,3,0,0,0,3,0,6
2017-2018 Regular Season,02/14/2018,Kosta Koufos,C,Sacramento,Houston,R,19.9,0,3,0,0,0,0,3,5,8,2,3,2,1,1,0
2017-2018 Regular Season,02/14/2018,Garrett Temple,SG,Sacramento,Houston,R,30.4,6,12,1,5,0,0,1,6,7,4,4,0,2,0,13
2017-2018 Regular Season,02/14/2018,Buddy Hield,SG,Sacramento,Houston,R,22.5,5,14,2,9,0,0,0,4,4,1,3,1,2,0,12
2017-2018 Regular Season,02/14/2018,Luc Mbah a Moute,PF,Houston,Sacramento,H,25.1,4,9,1,5,2,2,0,3,3,1,3,0,0,1,11
2017-2018 Regular Season,02/14/2018,PJ Tucker,SF,Houston,Sacramento,H,31.8,4,8,2,6,0,0,2,5,7,1,1,2,0,1,10
2017-2018 Regular Season,02/14/2018,Clint Capela,C,Houston,Sacramento,H,32.7,6,11,0,0,1,1,2,9,11,1,2,1,0,2,13
2017-2018 Regular Season,02/14/2018,James Harden,PG,Houston,Sacramento,H,35.0,7,19,5,15,9,11,0,9,9,9,2,2,6,1,28
2017-2018 Regular Season,02/14/2018,Chris Paul,PG,Houston,Sacramento,H,30.7,6,11,3,7,4,4,1,3,4,7,1,2,4,0,19
2017-2018 Regular Season,02/14/2018,Ryan Anderson,PF,Houston,Sacramento,H,20.5,3,9,2,7,0,0,1,7,8,0,0,0,1,0,8
2017-2018 Regular Season,02/14/2018,Gerald Green,SG,Houston,Sacramento,H,21.9,1,7,0,4,0,0,1,1,2,0,0,1,0,0,2
2017-2018 Regular Season,02/14/2018,Joe Johnson,SF,Houston,Sacramento,H,31.3,2,9,1,5,4,4,0,3,3,0,1,1,2,0,9
2017-2018 Regular Season,02/14/2018,Tarik Black,C,Houston,Sacramento,H,11.1,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0
2017-2018 Regular Season,02/14/2018,Paul George,SF,Oklahoma City,Memphis,R,37.8,10,14,6,8,2,3,1,5,6,4,2,2,1,0,28
2017-2018 Regular Season,02/14/2018,Carmelo Anthony,SF,Oklahoma City,Memphis,R,33.4,7,18,4,10,1,1,0,1,1,0,2,0,0,1,19
2017-2018 Regular Season,02/14/2018,Steven Adams,C,Oklahoma City,Memphis,R,31.0,4,9,0,0,3,5,3,1,4,1,5,0,2,1,11
2017-2018 Regular Season,02/14/2018,Alex Abrines,SG,Oklahoma City,Memphis,R,11.9,0,2,0,2,0,0,0,3,3,0,1,0,0,0,0
2017-2018 Regular Season,02/14/2018,Russell Westbrook,PG,Oklahoma City,Memphis,R,37.0,6,14,0,4,11,12,2,11,13,15,1,1,4,2,23
2017-2018 Regular Season,02/14/2018,Jerami Grant,SF,Oklahoma City,Memphis,R,21.0,2,3,0,1,1,4,0,4,4,1,2,1,1,1,5
2017-2018 Regular Season,02/14/2018,Raymond Felton,PG,Oklahoma City,Memphis,R,23.1,3,7,2,4,4,4,0,1,1,4,1,3,1,0,12
2017-2018 Regular Season,02/14/2018,Patrick Patterson,PF,Oklahoma City,Memphis,R,21.3,4,7,3,4,1,2,0,3,3,1,1,0,0,0,12
2017-2018 Regular Season,02/14/2018,Josh Huestis,SF,Oklahoma City,Memphis,R,9.8,0,2,0,1,0,2,0,0,0,0,2,0,0,1,0
2017-2018 Regular Season,02/14/2018,Dakari Johnson,C,Oklahoma City,Memphis,R,3.5,1,1,0,0,1,2,1,1,2,0,1,0,0,0,3
2017-2018 Regular Season,02/14/2018,Terrance Ferguson,SG,Oklahoma City,Memphis,R,10.1,3,3,2,2,0,0,1,0,1,0,1,0,0,0,8
2017-2018 Regular Season,02/14/2018,Dillon Brooks,SF,Memphis,Oklahoma City,H,38.7,6,15,2,6,0,0,0,5,5,3,1,1,0,0,14
2017-2018 Regular Season,02/14/2018,JaMychal Green,PF,Memphis,Oklahoma City,H,18.5,2,4,1,2,0,0,3,2,5,2,3,0,0,0,5
2017-2018 Regular Season,02/14/2018,Marc Gasol,C,Memphis,Oklahoma City,H,30.0,4,11,0,3,2,3,0,6,6,9,5,1,3,0,10
2017-2018 Regular Season,02/14/2018,Andrew Harrison,SG,Memphis,Oklahoma City,H,33.3,10,16,5,5,3,3,0,2,2,3,6,1,2,0,28
2017-2018 Regular Season,02/14/2018,Tyreke Evans,SF,Memphis,Oklahoma City,H,30.6,8,18,4,7,3,5,1,8,9,7,2,1,3,1,23
2017-2018 Regular Season,02/14/2018,Jarell Martin,PF,Memphis,Oklahoma City,H,30.9,7,12,1,2,2,2,1,7,8,2,2,1,3,1,17
2017-2018 Regular Season,02/14/2018,Mario Chalmers,PG,Memphis,Oklahoma City,H,15.8,1,2,0,1,2,2,0,0,0,0,5,0,0,0,4
2017-2018 Regular Season,02/14/2018,Chandler Parsons,SF,Memphis,Oklahoma City,H,12.0,2,4,1,1,0,0,0,1,1,2,0,1,0,0,5
2017-2018 Regular Season,02/14/2018,Deyonta Davis,C,Memphis,Oklahoma City,H,18.0,4,4,0,0,0,0,1,4,5,0,0,0,0,0,8
2017-2018 Regular Season,02/14/2018,Ben McLemore,SG,Memphis,Oklahoma City,H,12.2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2017-2018 Regular Season,02/14/2018,Brandon Ingram,SF,LA Lakers,New Orleans,R,30.9,9,17,0,1,3,4,1,1,2,5,5,1,5,0,21
2017-2018 Regular Season,02/14/2018,Julius Randle,PF,LA Lakers,New Orleans,R,31.4,9,13,0,0,2,2,1,4,5,3,3,0,4,1,20
2017-2018 Regular Season,02/14/2018,Brook Lopez,C,LA Lakers,New Orleans,R,18.3,3,9,2,4,0,0,0,3,3,0,3,0,1,0,8
2017-2018 Regular Season,02/14/2018,Kentavious Caldwell-Pope,SG,LA Lakers,New Orleans,R,32.8,2,6,1,2,0,0,0,8,8,8,1,1,1,1,5
2017-2018 Regular Season,02/14/2018,Josh Hart,SG,LA Lakers,New Orleans,R,31.3,5,6,3,3,2,3,1,5,6,2,1,1,2,1,15
2017-2018 Regular Season,02/14/2018,Corey Brewer,SF,LA Lakers,New Orleans,R,20.0,2,5,0,0,5,6,0,2,2,4,1,1,2,0,9
2017-2018 Regular Season,02/14/2018,Isaiah Thomas,PG,LA Lakers,New Orleans,R,4.8,1,1,0,0,1,1,0,1,1,2,0,0,2,0,3
2017-2018 Regular Season,02/14/2018,Kyle Kuzma,PF,LA Lakers,New Orleans,R,26.9,10,20,3,8,0,0,1,4,5,1,2,1,2,0,23
2017-2018 Regular Season,02/14/2018,Channing Frye,C,LA Lakers,New Orleans,R,11.5,1,1,1,1,0,0,0,0,0,0,2,0,0,0,3
2017-2018 Regular Season,02/14/2018,Ivica Zubac,C,LA Lakers,New Orleans,R,5.7,1,2,0,0,2,2,1,1,2,1,1,0,1,0,4
2017-2018 Regular Season,02/14/2018,Gary Payton II,PG,LA Lakers,New Orleans,R,16.5,2,4,0,1,0,0,2,0,2,0,2,0,0,0,4
2017-2018 Regular Season,02/14/2018,Thomas Bryant,C,LA Lakers,New Orleans,R,5.4,1,2,0,1,0,0,0,1,1,0,0,0,0,0,2
2017-2018 Regular Season,02/14/2018,Tyler Ennis,PG,LA Lakers,New Orleans,R,4.5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,02/14/2018,E'Twaun Moore,SG,New Orleans,LA Lakers,H,31.4,6,13,2,4,0,0,2,1,3,4,3,2,3,0,14
2017-2018 Regular Season,02/14/2018,Anthony Davis,PF,New Orleans,LA Lakers,H,33.1,15,18,2,2,10,11,3,12,15,3,2,4,1,2,42
2017-2018 Regular Season,02/14/2018,Emeka Okafor,C,New Orleans,LA Lakers,H,20.3,1,4,0,0,1,2,3,5,8,0,0,0,1,2,3
2017-2018 Regular Season,02/14/2018,Jrue Holiday,PG,New Orleans,LA Lakers,H,33.0,10,19,2,5,2,2,1,3,4,11,1,4,2,0,24
2017-2018 Regular Season,02/14/2018,Rajon Rondo,PG,New Orleans,LA Lakers,H,8.3,2,5,0,1,0,0,0,3,3,6,2,1,1,0,4
2017-2018 Regular Season,02/14/2018,Nikola Mirotic,PF,New Orleans,LA Lakers,H,29.7,7,17,2,8,0,0,2,5,7,2,3,2,2,2,16
2017-2018 Regular Season,02/14/2018,Darius Miller,SF,New Orleans,LA Lakers,H,31.2,6,8,4,6,3,3,0,4,4,4,3,0,0,0,19
2017-2018 Regular Season,02/14/2018,Ian Clark,SG,New Orleans,LA Lakers,H,24.4,2,9,1,5,0,0,0,0,0,2,3,0,1,0,5
2017-2018 Regular Season,02/14/2018,Cheick Diallo,PF,New Orleans,LA Lakers,H,11.8,3,4,0,0,3,3,1,3,4,0,1,0,0,1,9
2017-2018 Regular Season,02/14/2018,DeAndre Liggins,SG,New Orleans,LA Lakers,H,14.2,1,2,1,1,0,0,0,0,0,4,2,0,0,0,3
2017-2018 Regular Season,02/14/2018,Charles Cooke,SG,New Orleans,LA Lakers,H,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,02/14/2018,TJ Warren,SF,Phoenix,Utah,R,21.8,2,7,0,0,1,2,0,1,1,0,5,0,0,0,5
2017-2018 Regular Season,02/14/2018,Dragan Bender,PF,Phoenix,Utah,R,24.7,2,5,2,5,0,0,0,4,4,0,5,0,1,0,6
2017-2018 Regular Season,02/14/2018,Alex Len,C,Phoenix,Utah,R,37.7,3,7,0,0,8,10,1,6,7,0,2,3,0,5,14
2017-2018 Regular Season,02/14/2018,Devin Booker,SG,Phoenix,Utah,R,36.3,8,20,6,14,6,9,0,5,5,3,2,0,2,0,28
2017-2018 Regular Season,02/14/2018,Elfrid Payton,PG,Phoenix,Utah,R,38.7,5,11,1,2,2,2,1,10,11,12,2,1,5,1,13
2017-2018 Regular Season,02/14/2018,Josh Jackson,SF,Phoenix,Utah,R,35.6,10,15,2,3,0,1,2,5,7,2,4,1,2,0,22
2017-2018 Regular Season,02/14/2018,Marquese Chriss,PF,Phoenix,Utah,R,18.9,2,4,1,1,0,0,1,2,3,0,2,0,0,0,5
2017-2018 Regular Season,02/14/2018,Troy Daniels,SG,Phoenix,Utah,R,11.3,1,6,0,3,0,0,0,2,2,0,1,0,0,0,2
2017-2018 Regular Season,02/14/2018,Tyler Ulis,PG,Phoenix,Utah,R,9.3,1,4,0,1,0,0,0,0,0,2,2,0,2,0,2
2017-2018 Regular Season,02/14/2018,Jared Dudley,PF,Phoenix,Utah,R,5.8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2017-2018 Regular Season,02/14/2018,Joe Ingles,SF,Utah,Phoenix,H,37.3,4,16,3,9,2,2,2,2,4,6,3,2,0,1,13
2017-2018 Regular Season,02/14/2018,Derrick Favors,PF,Utah,Phoenix,H,32.5,7,9,0,1,4,6,6,6,12,2,1,0,1,1,18
2017-2018 Regular Season,02/14/2018,Rudy Gobert,C,Utah,Phoenix,H,37.1,5,8,0,0,4,4,2,15,17,1,4,0,0,0,14
2017-2018 Regular Season,02/14/2018,Royce O'Neale,SF,Utah,Phoenix,H,35.7,7,12,3,3,2,2,2,3,5,2,3,2,1,1,19
2017-2018 Regular Season,02/14/2018,Donovan Mitchell,SG,Utah,Phoenix,H,38.5,10,24,4,11,0,0,2,2,4,7,0,0,3,0,24
2017-2018 Regular Season,02/14/2018,Jae Crowder,SF,Utah,Phoenix,H,24.9,5,12,0,4,5,6,0,7,7,2,3,1,0,0,15
2017-2018 Regular Season,02/14/2018,Jonas Jerebko,PF,Utah,Phoenix,H,12.3,0,5,0,4,2,2,0,1,1,0,3,0,0,0,2
2017-2018 Regular Season,02/14/2018,Alec Burks,SG,Utah,Phoenix,H,9.0,0,1,0,0,0,0,0,4,4,0,0,1,2,0,0
2017-2018 Regular Season,02/14/2018,Raul Neto,PG,Utah,Phoenix,H,12.7,1,5,0,2,0,0,0,0,0,2,0,0,1,0,2
2017-2018 Regular Season,02/14/2018,Kevin Durant,SF,Golden State,Portland,R,37.3,17,27,6,14,10,10,0,7,7,6,1,0,4,2,50
2017-2018 Regular Season,02/14/2018,Draymond Green,PF,Golden State,Portland,R,38.6,6,13,1,3,3,3,3,9,12,7,5,2,0,4,16
2017-2018 Regular Season,02/14/2018,Zaza Pachulia,C,Golden State,Portland,R,5.9,0,1,0,0,1,2,0,1,1,0,1,1,1,0,1
2017-2018 Regular Season,02/14/2018,Klay Thompson,SG,Golden State,Portland,R,38.1,6,15,3,7,2,2,1,3,4,2,2,0,1,0,17
2017-2018 Regular Season,02/14/2018,Stephen Curry,PG,Golden State,Portland,R,34.4,6,17,3,10,2,2,2,2,4,6,4,3,7,0,17
2017-2018 Regular Season,02/14/2018,JaVale McGee,C,Golden State,Portland,R,6.0,2,2,0,0,0,0,0,1,1,0,1,1,0,0,4
2017-2018 Regular Season,02/14/2018,Nick Young,SG,Golden State,Portland,R,15.0,0,3,0,3,0,0,0,2,2,0,0,1,1,0,0
2017-2018 Regular Season,02/14/2018,Andre Iguodala,SF,Golden State,Portland,R,29.0,0,0,0,0,0,0,0,3,3,1,4,0,0,0,0
2017-2018 Regular Season,02/14/2018,Shaun Livingston,PG,Golden State,Portland,R,16.6,3,5,0,0,0,0,1,1,2,1,2,0,2,0,6
2017-2018 Regular Season,02/14/2018,David West,PF,Golden State,Portland,R,13.9,3,5,0,0,0,0,1,4,5,1,3,0,0,1,6
2017-2018 Regular Season,02/14/2018,Omri Casspi,SF,Golden State,Portland,R,2.5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2017-2018 Regular Season,02/14/2018,Kevon Looney,PF,Golden State,Portland,R,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,02/14/2018,Maurice Harkless,SF,Portland,Golden State,H,26.7,1,5,1,3,0,0,1,2,3,3,3,1,2,0,3
2017-2018 Regular Season,02/14/2018,Al-Farouq Aminu,SF,Portland,Golden State,H,36.1,3,4,1,2,2,2,3,8,11,2,2,3,2,0,9
2017-2018 Regular Season,02/14/2018,Jusuf Nurkic,C,Portland,Golden State,H,30.2,7,14,0,0,3,6,5,8,13,3,4,1,0,0,17
2017-2018 Regular Season,02/14/2018,CJ McCollum,SG,Portland,Golden State,H,40.2,12,26,3,8,2,2,1,4,5,2,3,0,2,0,29
2017-2018 Regular Season,02/14/2018,Damian Lillard,PG,Portland,Golden State,H,39.6,14,25,4,11,12,12,0,3,3,8,3,2,4,0,44
2017-2018 Regular Season,02/14/2018,Evan Turner,SG,Portland,Golden State,H,18.3,2,5,0,0,2,2,0,6,6,1,1,1,2,0,6
2017-2018 Regular Season,02/14/2018,Pat Connaughton,SG,Portland,Golden State,H,9.9,2,2,0,0,0,0,0,1,1,0,0,0,0,0,4
2017-2018 Regular Season,02/14/2018,Ed Davis,PF,Portland,Golden State,H,13.0,0,1,0,0,0,0,2,2,4,0,0,1,0,0,0
2017-2018 Regular Season,02/14/2018,Shabazz Napier,PG,Portland,Golden State,H,19.9,3,10,2,8,0,0,1,1,2,0,1,0,0,0,8
2017-2018 Regular Season,02/14/2018,Zach Collins,C,Portland,Golden State,H,6.3,1,1,1,1,0,0,0,1,1,1,1,0,1,0,3
2017-2018 Regular Season,02/15/2018,Will Barton,SG,Denver,Milwaukee,R,39.5,5,13,4,7,5,5,0,7,7,5,3,1,1,0,19
2017-2018 Regular Season,02/15/2018,Wilson Chandler,SF,Denver,Milwaukee,R,37.6,4,9,3,5,0,0,0,4,4,2,5,1,3,1,11
2017-2018 Regular Season,02/15/2018,Nikola Jokic,PF,Denver,Milwaukee,R,33.8,11,14,3,3,5,5,4,11,15,17,5,1,8,2,30
2017-2018 Regular Season,02/15/2018,Gary Harris,SG,Denver,Milwaukee,R,39.4,10,18,5,7,3,5,0,1,1,2,4,1,4,0,28
2017-2018 Regular Season,02/15/2018,Jamal Murray,SG,Denver,Milwaukee,R,35.9,9,12,5,7,3,5,3,2,5,5,3,3,2,0,26
2017-2018 Regular Season,02/15/2018,Trey Lyles,PF,Denver,Milwaukee,R,16.7,5,10,2,4,0,0,0,0,0,0,2,1,0,2,12
2017-2018 Regular Season,02/15/2018,Devin Harris,PG,Denver,Milwaukee,R,19.1,2,6,2,5,0,0,0,1,1,4,0,0,0,0,6
2017-2018 Regular Season,02/15/2018,Darrell Arthur,PF,Denver,Milwaukee,R,11.9,0,1,0,1,0,0,1,0,1,2,1,1,0,1,0
2017-2018 Regular Season,02/15/2018,Malik Beasley,SG,Denver,Milwaukee,R,5.3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,02/15/2018,Juancho Hernangomez,PF,Denver,Milwaukee,R,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-2018 Regular Season,02/15/2018,Khris Middleton,PF,Milwaukee,Denver,H,38.1,7,17,1,3,2,3,1,6,7,0,4,2,4,1,17
2017-2018 Regular Season,02/15/2018,Giannis Antetokounmpo,PF,Milwaukee,Denver,H,39.0,14,21,1,2,7,12,3,8,11,13,2,0,6,3,36
2017-2018 Regular Season,02/15/2018,Thon Maker,PF,Milwaukee,Denver,H,17.3,2,6,0,3,0,0,2,1,3,3,3,0,0,0,4
2017-2018 Regular Season,02/15/2018,Tony Snell,SF,Milwaukee,Denver,H,33.7,4,11,2,6,0,0,0,1,1,0,2,1,0,0,10
2017-2018 Regular Season,02/15/2018,Eric Bledsoe,PG,Milwaukee,Denver,H,37.0,9,14,3,6,6,6,1,2,3,8,1,5,3,0,27
2017-2018 Regular Season,02/15/2018,Jabari Parker,SF,Milwaukee,Denver,H,16.6,5,8,1,2,1,1,2,3,5,0,0,1,1,0,12
2017-2018 Regular Season,02/15/2018,Sterling Brown,SG,Milwaukee,Denver,H,13.2,1,4,1,3,0,0,0,5,5,1,0,0,0,0,3
2017-2018 Regular Season,02/15/2018,Tyler Zeller,C,Milwaukee,Denver,H,30.2,7,9,0,0,0,0,2,3,5,1,3,0,0,1,14
2017-2018 Regular Season,02/15/2018,Jason Terry,SG,Milwaukee,Denver,H,9.2,0,2,0,1,0,0,0,0,0,1,4,0,0,0,0
2017-2018 Regular Season,02/15/2018,Sean Kilpatrick,SG,Milwaukee,Denver,H,4.1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
2017-2018 Regular Season,02/15/2018,Xavier Munford,PG,Milwaukee,Denver,H,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,02/15/2018,D.J. Wilson,PF,Milwaukee,Denver,H,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,02/15/2018,Marshall Plumlee,C,Milwaukee,Denver,H,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-2018 Regular Season,02/15/2018,Josh Hart,SG,LA Lakers,Minnesota,R,31.3,4,10,0,3,0,0,1,3,4,0,3,1,0,0,8
2017-2018 Regular Season,02/15/2018,Julius Randle,PF,LA Lakers,Minnesota,R,31.5,8,15,0,1,7,9,2,7,9,2,6,2,3,1,23
2017-2018 Regular Season,02/15/2018,Brook Lopez,C,LA Lakers,Minnesota,R,26.0,2,5,2,5,0,0,0,2,2,0,4,0,0,1,6
2017-2018 Regular Season,02/15/2018,Kentavious Caldwell-Pope,SG,LA Lakers,Minnesota,R,40.7,6,9,3,6,2,3,1,10,11,6,3,2,1,0,17
2017-2018 Regular Season,02/15/2018,Brandon Ingram,SF,LA Lakers,Minnesota,R,33.7,6,14,0,2,5,7,2,2,4,5,2,0,2,0,17
2017-2018 Regular Season,02/15/2018,Kyle Kuzma,PF,LA Lakers,Minnesota,R,18.6,3,12,2,9,0,0,0,2,2,0,2,0,1,1,8
2017-2018 Regular Season,02/15/2018,Isaiah Thomas,PG,LA Lakers,Minnesota,R,24.9,3,15,0,5,1,1,0,1,1,5,2,0,5,1,7
2017-2018 Regular Season,02/15/2018,Corey Brewer,SF,LA Lakers,Minnesota,R,13.4,3,6,0,0,0,0,1,1,2,1,3,1,0,0,6
2017-2018 Regular Season,02/15/2018,Ivica Zubac,C,LA Lakers,Minnesota,R,20.0,8,8,0,0,3,6,4,7,11,0,1,0,1,0,19
2017-2018 Regular Season,02/15/2018,Andrew Wiggins,SF,Minnesota,LA Lakers,H,32.7,4,11,0,1,0,0,1,3,4,0,1,0,0,0,8
2017-2018 Regular Season,02/15/2018,Taj Gibson,PF,Minnesota,LA Lakers,H,38.5,11,16,0,0,6,6,3,5,8,1,6,1,2,2,28
